candidate,a_value,b_value,product,d_value,quotient,product_digit_tier,a_decade,nonzero_digit_count_a,factor_ratio
C13,53,2,106,2,53,3,5,2,26.5
C13,39,2,78,2,39,2,3,2,19.5
C13,58,7,406,7,58,3,5,2,8.2857
C13,15,8,120,8,15,3,1,2,1.875
C13,93,5,465,5,93,3,9,2,18.6
C13,95,4,380,4,95,3,9,2,23.75
C13,27,5,135,5,27,3,2,2,5.4
C13,99,6,594,6,99,3,9,2,16.5
C13,52,2,104,2,52,3,5,2,26.0
C13,92,7,644,7,92,3,9,2,13.1429
C13,63,8,504,8,63,3,6,2,7.875
C13,21,2,42,2,21,2,2,2,10.5
C13,43,5,215,5,43,3,4,2,8.6
C13,80,7,560,7,80,3,8,1,11.4286
C13,13,4,52,4,13,2,1,2,3.25
C13,75,3,225,3,75,3,7,2,25.0
C13,83,7,581,7,83,3,8,2,11.8571
C13,15,2,30,2,15,2,1,2,7.5
C13,48,2,96,2,48,2,4,2,24.0
C13,98,9,882,9,98,3,9,2,10.8889
C13,93,2,186,2,93,3,9,2,46.5
C13,31,4,124,4,31,3,3,2,7.75
C13,54,9,486,9,54,3,5,2,6.0
C13,34,6,204,6,34,3,3,2,5.6667
C13,14,4,56,4,14,2,1,2,3.5
C13,59,6,354,6,59,3,5,2,9.8333
C13,12,5,60,5,12,2,1,2,2.4
C13,87,2,174,2,87,3,8,2,43.5
C13,95,3,285,3,95,3,9,2,31.6667
C13,39,7,273,7,39,3,3,2,5.5714
C13,31,4,124,4,31,3,3,2,7.75
C13,92,5,460,5,92,3,9,2,18.4
C13,40,8,320,8,40,3,4,1,5.0
C13,73,7,511,7,73,3,7,2,10.4286
C13,90,4,360,4,90,3,9,1,22.5
C13,58,9,522,9,58,3,5,2,6.4444
C13,19,9,171,9,19,3,1,2,2.1111
C13,35,4,140,4,35,3,3,2,8.75
C13,23,9,207,9,23,3,2,2,2.5556
C13,81,4,324,4,81,3,8,2,20.25
C13,39,9,351,9,39,3,3,2,4.3333
C13,58,5,290,5,58,3,5,2,11.6
C13,77,2,154,2,77,3,7,2,38.5
C13,69,5,345,5,69,3,6,2,13.8
C13,95,3,285,3,95,3,9,2,31.6667
C13,14,6,84,6,14,2,1,2,2.3333
C13,92,5,460,5,92,3,9,2,18.4
C13,24,2,48,2,24,2,2,2,12.0
C13,76,5,380,5,76,3,7,2,15.2
C13,45,9,405,9,45,3,4,2,5.0
C13,67,7,469,7,67,3,6,2,9.5714
C13,29,8,232,8,29,3,2,2,3.625
C13,34,4,136,4,34,3,3,2,8.5
C13,92,6,552,6,92,3,9,2,15.3333
C13,89,2,178,2,89,3,8,2,44.5
C13,12,6,72,6,12,2,1,2,2.0
C13,75,2,150,2,75,3,7,2,37.5
C13,47,6,282,6,47,3,4,2,7.8333
C13,32,8,256,8,32,3,3,2,4.0
C13,37,7,259,7,37,3,3,2,5.2857
C13,46,5,230,5,46,3,4,2,9.2
C13,93,3,279,3,93,3,9,2,31.0
C13,91,8,728,8,91,3,9,2,11.375
C13,37,9,333,9,37,3,3,2,4.1111
C13,14,4,56,4,14,2,1,2,3.5
C13,13,2,26,2,13,2,1,2,6.5
C13,73,9,657,9,73,3,7,2,8.1111
C13,23,2,46,2,23,2,2,2,11.5
C13,75,9,675,9,75,3,7,2,8.3333
C13,43,3,129,3,43,3,4,2,14.3333
C13,89,9,801,9,89,3,8,2,9.8889
C13,38,7,266,7,38,3,3,2,5.4286
C13,10,3,30,3,10,2,1,1,3.3333
C13,86,6,516,6,86,3,8,2,14.3333
C13,44,4,176,4,44,3,4,2,11.0
C13,19,4,76,4,19,2,1,2,4.75
C13,56,2,112,2,56,3,5,2,28.0
C13,67,9,603,9,67,3,6,2,7.4444
C13,66,4,264,4,66,3,6,2,16.5
C13,53,2,106,2,53,3,5,2,26.5
C13,13,7,91,7,13,2,1,2,1.8571
C13,92,9,828,9,92,3,9,2,10.2222
C13,47,5,235,5,47,3,4,2,9.4
C13,56,4,224,4,56,3,5,2,14.0
C13,46,3,138,3,46,3,4,2,15.3333
C13,23,8,184,8,23,3,2,2,2.875
C13,15,4,60,4,15,2,1,2,3.75
C13,65,3,195,3,65,3,6,2,21.6667
C13,67,8,536,8,67,3,6,2,8.375
C13,91,5,455,5,91,3,9,2,18.2
C13,49,4,196,4,49,3,4,2,12.25
C13,72,4,288,4,72,3,7,2,18.0
C13,35,5,175,5,35,3,3,2,7.0
C13,48,8,384,8,48,3,4,2,6.0
C13,95,4,380,4,95,3,9,2,23.75
C13,93,6,558,6,93,3,9,2,15.5
C13,64,7,448,7,64,3,6,2,9.1429
C13,51,5,255,5,51,3,5,2,10.2
C13,73,4,292,4,73,3,7,2,18.25
C13,35,9,315,9,35,3,3,2,3.8889
C13,84,6,504,6,84,3,8,2,14.0
C13,93,9,837,9,93,3,9,2,10.3333
C13,18,2,36,2,18,2,1,2,9.0
C13,43,2,86,2,43,2,4,2,21.5
C13,92,9,828,9,92,3,9,2,10.2222
C13,44,5,220,5,44,3,4,2,8.8
C13,95,3,285,3,95,3,9,2,31.6667
C13,99,2,198,2,99,3,9,2,49.5
C13,13,9,117,9,13,3,1,2,1.4444
C13,33,7,231,7,33,3,3,2,4.7143
C13,51,7,357,7,51,3,5,2,7.2857
C13,12,4,48,4,12,2,1,2,3.0
C13,80,2,160,2,80,3,8,1,40.0
C13,73,8,584,8,73,3,7,2,9.125
C13,42,2,84,2,42,2,4,2,21.0
C13,16,2,32,2,16,2,1,2,8.0
C13,63,6,378,6,63,3,6,2,10.5
C13,98,2,196,2,98,3,9,2,49.0
C13,55,9,495,9,55,3,5,2,6.1111
C13,81,2,162,2,81,3,8,2,40.5
C13,22,2,44,2,22,2,2,2,11.0
C13,29,2,58,2,29,2,2,2,14.5
C13,94,5,470,5,94,3,9,2,18.8
C13,52,6,312,6,52,3,5,2,8.6667
C13,90,2,180,2,90,3,9,1,45.0
C13,74,5,370,5,74,3,7,2,14.8
C13,35,8,280,8,35,3,3,2,4.375
C13,98,6,588,6,98,3,9,2,16.3333
C13,15,9,135,9,15,3,1,2,1.6667
C13,93,5,465,5,93,3,9,2,18.6
C13,78,7,546,7,78,3,7,2,11.1429
C13,80,2,160,2,80,3,8,1,40.0
C13,39,5,195,5,39,3,3,2,7.8
C13,21,5,105,5,21,3,2,2,4.2
C13,54,6,324,6,54,3,5,2,9.0
C13,89,5,445,5,89,3,8,2,17.8
C13,73,2,146,2,73,3,7,2,36.5
C13,84,6,504,6,84,3,8,2,14.0
C13,68,5,340,5,68,3,6,2,13.6
C13,59,4,236,4,59,3,5,2,14.75
C13,32,8,256,8,32,3,3,2,4.0
C13,62,3,186,3,62,3,6,2,20.6667
C13,58,8,464,8,58,3,5,2,7.25
C13,88,9,792,9,88,3,8,2,9.7778
C13,10,6,60,6,10,2,1,1,1.6667
C13,29,5,145,5,29,3,2,2,5.8
C13,52,2,104,2,52,3,5,2,26.0
C13,17,6,102,6,17,3,1,2,2.8333
C13,68,9,612,9,68,3,6,2,7.5556
C13,30,9,270,9,30,3,3,1,3.3333
C13,53,3,159,3,53,3,5,2,17.6667
C13,39,6,234,6,39,3,3,2,6.5
C13,95,6,570,6,95,3,9,2,15.8333
C13,57,8,456,8,57,3,5,2,7.125
C13,74,5,370,5,74,3,7,2,14.8
C13,80,2,160,2,80,3,8,1,40.0
C13,40,8,320,8,40,3,4,1,5.0
C13,37,6,222,6,37,3,3,2,6.1667
C13,22,8,176,8,22,3,2,2,2.75
C13,36,9,324,9,36,3,3,2,4.0
C13,32,2,64,2,32,2,3,2,16.0
C13,64,9,576,9,64,3,6,2,7.1111
C13,40,5,200,5,40,3,4,1,8.0
C13,57,6,342,6,57,3,5,2,9.5
C13,61,7,427,7,61,3,6,2,8.7143
C13,86,2,172,2,86,3,8,2,43.0
C13,68,6,408,6,68,3,6,2,11.3333
C13,64,5,320,5,64,3,6,2,12.8
C13,11,4,44,4,11,2,1,2,2.75
C13,21,4,84,4,21,2,2,2,5.25
C13,44,4,176,4,44,3,4,2,11.0
C13,87,9,783,9,87,3,8,2,9.6667
C13,79,7,553,7,79,3,7,2,11.2857
C13,54,3,162,3,54,3,5,2,18.0
C13,64,7,448,7,64,3,6,2,9.1429
C13,41,8,328,8,41,3,4,2,5.125
C13,23,9,207,9,23,3,2,2,2.5556
C13,67,9,603,9,67,3,6,2,7.4444
C13,76,6,456,6,76,3,7,2,12.6667
C13,52,3,156,3,52,3,5,2,17.3333
C13,45,6,270,6,45,3,4,2,7.5
C13,26,2,52,2,26,2,2,2,13.0
C13,79,3,237,3,79,3,7,2,26.3333
C13,63,5,315,5,63,3,6,2,12.6
C13,63,9,567,9,63,3,6,2,7.0
C13,49,6,294,6,49,3,4,2,8.1667
C13,16,3,48,3,16,2,1,2,5.3333
C13,37,8,296,8,37,3,3,2,4.625
C13,70,6,420,6,70,3,7,1,11.6667
C13,27,2,54,2,27,2,2,2,13.5
C13,56,3,168,3,56,3,5,2,18.6667
C13,25,8,200,8,25,3,2,2,3.125
C13,45,4,180,4,45,3,4,2,11.25
C13,44,5,220,5,44,3,4,2,8.8
C13,15,2,30,2,15,2,1,2,7.5
C13,83,9,747,9,83,3,8,2,9.2222
C13,59,9,531,9,59,3,5,2,6.5556
C13,90,4,360,4,90,3,9,1,22.5
C13,89,6,534,6,89,3,8,2,14.8333
C13,55,7,385,7,55,3,5,2,7.8571
C13,42,2,84,2,42,2,4,2,21.0
C13,70,8,560,8,70,3,7,1,8.75
C13,42,8,336,8,42,3,4,2,5.25
C13,26,9,234,9,26,3,2,2,2.8889
C13,24,9,216,9,24,3,2,2,2.6667
C13,18,4,72,4,18,2,1,2,4.5
C13,10,4,40,4,10,2,1,1,2.5
C13,59,8,472,8,59,3,5,2,7.375
C13,79,3,237,3,79,3,7,2,26.3333
C13,33,6,198,6,33,3,3,2,5.5
C13,53,9,477,9,53,3,5,2,5.8889
C13,79,9,711,9,79,3,7,2,8.7778
C13,49,2,98,2,49,2,4,2,24.5
C13,66,3,198,3,66,3,6,2,22.0
C13,30,2,60,2,30,2,3,1,15.0
C13,64,9,576,9,64,3,6,2,7.1111
C13,57,9,513,9,57,3,5,2,6.3333
C13,29,4,116,4,29,3,2,2,7.25
C13,12,3,36,3,12,2,1,2,4.0
C13,10,9,90,9,10,2,1,1,1.1111
C13,77,9,693,9,77,3,7,2,8.5556
C13,54,5,270,5,54,3,5,2,10.8
C13,66,3,198,3,66,3,6,2,22.0
C13,26,8,208,8,26,3,2,2,3.25
C13,88,4,352,4,88,3,8,2,22.0
C13,57,3,171,3,57,3,5,2,19.0
C13,68,9,612,9,68,3,6,2,7.5556
C13,43,7,301,7,43,3,4,2,6.1429
C13,52,3,156,3,52,3,5,2,17.3333
C13,73,4,292,4,73,3,7,2,18.25
C13,51,9,459,9,51,3,5,2,5.6667
C13,78,3,234,3,78,3,7,2,26.0
C13,67,6,402,6,67,3,6,2,11.1667
C13,37,3,111,3,37,3,3,2,12.3333
C13,88,4,352,4,88,3,8,2,22.0
C13,84,8,672,8,84,3,8,2,10.5
C13,79,6,474,6,79,3,7,2,13.1667
C13,33,3,99,3,33,2,3,2,11.0
C13,86,5,430,5,86,3,8,2,17.2
C13,95,7,665,7,95,3,9,2,13.5714
C13,86,3,258,3,86,3,8,2,28.6667
C13,24,2,48,2,24,2,2,2,12.0
C13,49,6,294,6,49,3,4,2,8.1667
C13,81,5,405,5,81,3,8,2,16.2
C13,62,4,248,4,62,3,6,2,15.5
C13,79,3,237,3,79,3,7,2,26.3333
C13,60,5,300,5,60,3,6,1,12.0
C13,40,7,280,7,40,3,4,1,5.7143
C13,57,7,399,7,57,3,5,2,8.1429
C13,21,2,42,2,21,2,2,2,10.5
C13,49,4,196,4,49,3,4,2,12.25
C13,44,8,352,8,44,3,4,2,5.5
C13,59,3,177,3,59,3,5,2,19.6667
C13,60,7,420,7,60,3,6,1,8.5714
C13,33,3,99,3,33,2,3,2,11.0
C13,20,9,180,9,20,3,2,1,2.2222
C13,91,4,364,4,91,3,9,2,22.75
C13,51,3,153,3,51,3,5,2,17.0
C13,91,2,182,2,91,3,9,2,45.5
C13,57,9,513,9,57,3,5,2,6.3333
C13,18,9,162,9,18,3,1,2,2.0
C13,99,5,495,5,99,3,9,2,19.8
C13,15,4,60,4,15,2,1,2,3.75
C13,12,7,84,7,12,2,1,2,1.7143
C13,69,6,414,6,69,3,6,2,11.5
C13,59,3,177,3,59,3,5,2,19.6667
C13,45,3,135,3,45,3,4,2,15.0
C13,53,4,212,4,53,3,5,2,13.25
C13,52,2,104,2,52,3,5,2,26.0
C13,14,7,98,7,14,2,1,2,2.0
C13,77,7,539,7,77,3,7,2,11.0
C13,31,5,155,5,31,3,3,2,6.2
C13,53,4,212,4,53,3,5,2,13.25
C13,18,9,162,9,18,3,1,2,2.0
C13,18,7,126,7,18,3,1,2,2.5714
C13,16,9,144,9,16,3,1,2,1.7778
C13,76,5,380,5,76,3,7,2,15.2
C13,36,5,180,5,36,3,3,2,7.2
C13,84,7,588,7,84,3,8,2,12.0
C13,39,9,351,9,39,3,3,2,4.3333
C13,68,9,612,9,68,3,6,2,7.5556
C13,74,9,666,9,74,3,7,2,8.2222
C13,65,8,520,8,65,3,6,2,8.125
C13,61,2,122,2,61,3,6,2,30.5
C13,43,4,172,4,43,3,4,2,10.75
C13,16,6,96,6,16,2,1,2,2.6667
C13,32,6,192,6,32,3,3,2,5.3333
C13,18,2,36,2,18,2,1,2,9.0
C13,68,4,272,4,68,3,6,2,17.0
C13,24,9,216,9,24,3,2,2,2.6667
C13,30,4,120,4,30,3,3,1,7.5
C13,51,4,204,4,51,3,5,2,12.75
C13,61,9,549,9,61,3,6,2,6.7778
C13,62,9,558,9,62,3,6,2,6.8889
C13,24,2,48,2,24,2,2,2,12.0
C13,19,7,133,7,19,3,1,2,2.7143
C13,29,7,203,7,29,3,2,2,4.1429
C13,26,3,78,3,26,2,2,2,8.6667
C13,91,8,728,8,91,3,9,2,11.375
C13,48,6,288,6,48,3,4,2,8.0
C13,33,9,297,9,33,3,3,2,3.6667
C13,89,3,267,3,89,3,8,2,29.6667
C13,56,6,336,6,56,3,5,2,9.3333
C13,30,3,90,3,30,2,3,1,10.0
C13,95,5,475,5,95,3,9,2,19.0
C13,77,3,231,3,77,3,7,2,25.6667
C13,20,5,100,5,20,3,2,1,4.0
C13,97,3,291,3,97,3,9,2,32.3333
C13,72,6,432,6,72,3,7,2,12.0
C13,99,7,693,7,99,3,9,2,14.1429
C13,17,3,51,3,17,2,1,2,5.6667
C13,35,5,175,5,35,3,3,2,7.0
C13,15,4,60,4,15,2,1,2,3.75
C13,71,8,568,8,71,3,7,2,8.875
C13,18,2,36,2,18,2,1,2,9.0
C13,41,9,369,9,41,3,4,2,4.5556
C13,21,8,168,8,21,3,2,2,2.625
C13,16,4,64,4,16,2,1,2,4.0
C13,66,5,330,5,66,3,6,2,13.2
C13,90,9,810,9,90,3,9,1,10.0
C13,59,9,531,9,59,3,5,2,6.5556
C13,83,5,415,5,83,3,8,2,16.6
C13,33,7,231,7,33,3,3,2,4.7143
C13,78,6,468,6,78,3,7,2,13.0
C13,73,2,146,2,73,3,7,2,36.5
C13,77,3,231,3,77,3,7,2,25.6667
C13,58,9,522,9,58,3,5,2,6.4444
C13,29,5,145,5,29,3,2,2,5.8
C13,40,6,240,6,40,3,4,1,6.6667
C13,12,8,96,8,12,2,1,2,1.5
C13,16,9,144,9,16,3,1,2,1.7778
C13,78,5,390,5,78,3,7,2,15.6
C13,81,2,162,2,81,3,8,2,40.5
C13,53,5,265,5,53,3,5,2,10.6
C13,26,3,78,3,26,2,2,2,8.6667
C13,47,2,94,2,47,2,4,2,23.5
C13,51,3,153,3,51,3,5,2,17.0
C13,65,7,455,7,65,3,6,2,9.2857
C13,52,3,156,3,52,3,5,2,17.3333
C13,95,8,760,8,95,3,9,2,11.875
C13,30,2,60,2,30,2,3,1,15.0
C13,80,8,640,8,80,3,8,1,10.0
C13,62,3,186,3,62,3,6,2,20.6667
C13,28,3,84,3,28,2,2,2,9.3333
C13,40,6,240,6,40,3,4,1,6.6667
C13,17,4,68,4,17,2,1,2,4.25
C13,99,7,693,7,99,3,9,2,14.1429
C13,81,9,729,9,81,3,8,2,9.0
C13,53,6,318,6,53,3,5,2,8.8333
C13,86,5,430,5,86,3,8,2,17.2
C13,58,7,406,7,58,3,5,2,8.2857
C13,30,8,240,8,30,3,3,1,3.75
C13,17,8,136,8,17,3,1,2,2.125
C13,18,9,162,9,18,3,1,2,2.0
C13,87,3,261,3,87,3,8,2,29.0
C13,81,8,648,8,81,3,8,2,10.125
C13,61,8,488,8,61,3,6,2,7.625
C13,58,8,464,8,58,3,5,2,7.25
C13,15,7,105,7,15,3,1,2,2.1429
C13,35,4,140,4,35,3,3,2,8.75
C13,76,5,380,5,76,3,7,2,15.2
C13,30,5,150,5,30,3,3,1,6.0
C13,40,3,120,3,40,3,4,1,13.3333
C13,47,3,141,3,47,3,4,2,15.6667
C13,63,8,504,8,63,3,6,2,7.875
C13,15,4,60,4,15,2,1,2,3.75
C13,52,5,260,5,52,3,5,2,10.4
C13,98,4,392,4,98,3,9,2,24.5
C13,91,4,364,4,91,3,9,2,22.75
C13,22,6,132,6,22,3,2,2,3.6667
C13,22,8,176,8,22,3,2,2,2.75
C13,29,2,58,2,29,2,2,2,14.5
C13,40,2,80,2,40,2,4,1,20.0
C13,47,6,282,6,47,3,4,2,7.8333
C13,70,5,350,5,70,3,7,1,14.0
C13,12,8,96,8,12,2,1,2,1.5
C13,40,2,80,2,40,2,4,1,20.0
C13,25,9,225,9,25,3,2,2,2.7778
C13,65,7,455,7,65,3,6,2,9.2857
C13,28,9,252,9,28,3,2,2,3.1111
C13,37,3,111,3,37,3,3,2,12.3333
C13,17,9,153,9,17,3,1,2,1.8889
C13,34,2,68,2,34,2,3,2,17.0
C13,44,3,132,3,44,3,4,2,14.6667
C13,68,7,476,7,68,3,6,2,9.7143
C13,64,2,128,2,64,3,6,2,32.0
C13,45,2,90,2,45,2,4,2,22.5
C13,97,4,388,4,97,3,9,2,24.25
C13,54,7,378,7,54,3,5,2,7.7143
C13,74,3,222,3,74,3,7,2,24.6667
C13,30,4,120,4,30,3,3,1,7.5
C13,63,5,315,5,63,3,6,2,12.6
C13,86,4,344,4,86,3,8,2,21.5
C13,88,3,264,3,88,3,8,2,29.3333
C13,83,3,249,3,83,3,8,2,27.6667
C13,74,2,148,2,74,3,7,2,37.0
C13,70,4,280,4,70,3,7,1,17.5
C13,70,2,140,2,70,3,7,1,35.0
C13,62,3,186,3,62,3,6,2,20.6667
C13,50,8,400,8,50,3,5,1,6.25
C13,87,9,783,9,87,3,8,2,9.6667
C13,16,3,48,3,16,2,1,2,5.3333
C13,45,3,135,3,45,3,4,2,15.0
C13,72,8,576,8,72,3,7,2,9.0
C13,37,9,333,9,37,3,3,2,4.1111
C13,73,3,219,3,73,3,7,2,24.3333
C13,24,7,168,7,24,3,2,2,3.4286
C13,19,9,171,9,19,3,1,2,2.1111
C13,86,6,516,6,86,3,8,2,14.3333
C13,30,5,150,5,30,3,3,1,6.0
C13,51,7,357,7,51,3,5,2,7.2857
C13,19,9,171,9,19,3,1,2,2.1111
C13,19,7,133,7,19,3,1,2,2.7143
C13,69,5,345,5,69,3,6,2,13.8
C13,28,4,112,4,28,3,2,2,7.0
C13,12,4,48,4,12,2,1,2,3.0
C13,37,8,296,8,37,3,3,2,4.625
C13,52,3,156,3,52,3,5,2,17.3333
C13,40,4,160,4,40,3,4,1,10.0
C13,60,6,360,6,60,3,6,1,10.0
C13,86,4,344,4,86,3,8,2,21.5
C13,57,5,285,5,57,3,5,2,11.4
C13,51,6,306,6,51,3,5,2,8.5
C13,86,3,258,3,86,3,8,2,28.6667
C13,19,8,152,8,19,3,1,2,2.375
C13,23,9,207,9,23,3,2,2,2.5556
C13,52,2,104,2,52,3,5,2,26.0
C13,50,5,250,5,50,3,5,1,10.0
C13,37,9,333,9,37,3,3,2,4.1111
C13,98,5,490,5,98,3,9,2,19.6
C13,16,7,112,7,16,3,1,2,2.2857
C13,12,2,24,2,12,2,1,2,6.0
C13,75,2,150,2,75,3,7,2,37.5
C13,14,3,42,3,14,2,1,2,4.6667
C13,23,3,69,3,23,2,2,2,7.6667
C13,33,8,264,8,33,3,3,2,4.125
C13,11,6,66,6,11,2,1,2,1.8333
C13,34,6,204,6,34,3,3,2,5.6667
C13,13,3,39,3,13,2,1,2,4.3333
C13,63,5,315,5,63,3,6,2,12.6
C13,11,8,88,8,11,2,1,2,1.375
C13,53,3,159,3,53,3,5,2,17.6667
C13,77,4,308,4,77,3,7,2,19.25
C13,63,4,252,4,63,3,6,2,15.75
C13,15,9,135,9,15,3,1,2,1.6667
C13,99,4,396,4,99,3,9,2,24.75
C13,12,9,108,9,12,3,1,2,1.3333
C13,96,7,672,7,96,3,9,2,13.7143
C13,61,7,427,7,61,3,6,2,8.7143
C13,17,4,68,4,17,2,1,2,4.25
C13,90,7,630,7,90,3,9,1,12.8571
C13,67,9,603,9,67,3,6,2,7.4444
C13,54,3,162,3,54,3,5,2,18.0
C13,62,2,124,2,62,3,6,2,31.0
C13,39,9,351,9,39,3,3,2,4.3333
C13,79,5,395,5,79,3,7,2,15.8
C13,45,4,180,4,45,3,4,2,11.25
C13,18,3,54,3,18,2,1,2,6.0
C13,22,3,66,3,22,2,2,2,7.3333
C13,31,9,279,9,31,3,3,2,3.4444
C13,73,9,657,9,73,3,7,2,8.1111
C13,57,2,114,2,57,3,5,2,28.5
C13,38,6,228,6,38,3,3,2,6.3333
C13,37,5,185,5,37,3,3,2,7.4
C13,71,8,568,8,71,3,7,2,8.875
C13,56,4,224,4,56,3,5,2,14.0
C13,80,3,240,3,80,3,8,1,26.6667
C13,39,6,234,6,39,3,3,2,6.5
C13,30,6,180,6,30,3,3,1,5.0
C13,81,6,486,6,81,3,8,2,13.5
C13,21,3,63,3,21,2,2,2,7.0
C13,66,7,462,7,66,3,6,2,9.4286
C13,26,3,78,3,26,2,2,2,8.6667
C13,82,7,574,7,82,3,8,2,11.7143
C13,70,5,350,5,70,3,7,1,14.0
C13,70,6,420,6,70,3,7,1,11.6667
C13,89,4,356,4,89,3,8,2,22.25
C13,42,3,126,3,42,3,4,2,14.0
C13,83,6,498,6,83,3,8,2,13.8333
C13,92,4,368,4,92,3,9,2,23.0
C13,72,9,648,9,72,3,7,2,8.0
C13,24,2,48,2,24,2,2,2,12.0
C13,46,8,368,8,46,3,4,2,5.75
C13,14,7,98,7,14,2,1,2,2.0
C13,13,9,117,9,13,3,1,2,1.4444
C13,11,8,88,8,11,2,1,2,1.375
C13,10,5,50,5,10,2,1,1,2.0
C13,93,3,279,3,93,3,9,2,31.0
C13,45,2,90,2,45,2,4,2,22.5
C13,79,9,711,9,79,3,7,2,8.7778
C13,57,9,513,9,57,3,5,2,6.3333
C13,47,7,329,7,47,3,4,2,6.7143
C13,77,7,539,7,77,3,7,2,11.0
C13,35,8,280,8,35,3,3,2,4.375
C13,57,5,285,5,57,3,5,2,11.4
C13,12,6,72,6,12,2,1,2,2.0
C13,56,2,112,2,56,3,5,2,28.0
C13,24,3,72,3,24,2,2,2,8.0
C13,90,9,810,9,90,3,9,1,10.0
C13,23,8,184,8,23,3,2,2,2.875
C13,82,3,246,3,82,3,8,2,27.3333
C13,46,7,322,7,46,3,4,2,6.5714
C13,32,8,256,8,32,3,3,2,4.0
C13,47,5,235,5,47,3,4,2,9.4
C13,46,5,230,5,46,3,4,2,9.2
C13,21,2,42,2,21,2,2,2,10.5
C13,83,6,498,6,83,3,8,2,13.8333
C13,37,2,74,2,37,2,3,2,18.5
C13,45,2,90,2,45,2,4,2,22.5
C13,28,2,56,2,28,2,2,2,14.0
C13,60,3,180,3,60,3,6,1,20.0
C13,37,5,185,5,37,3,3,2,7.4
C13,96,4,384,4,96,3,9,2,24.0
C13,33,3,99,3,33,2,3,2,11.0
C13,22,9,198,9,22,3,2,2,2.4444
C13,11,9,99,9,11,2,1,2,1.2222
C13,47,5,235,5,47,3,4,2,9.4
C13,68,7,476,7,68,3,6,2,9.7143
C13,70,8,560,8,70,3,7,1,8.75
C13,54,2,108,2,54,3,5,2,27.0
C13,11,4,44,4,11,2,1,2,2.75
C13,82,7,574,7,82,3,8,2,11.7143
C13,94,2,188,2,94,3,9,2,47.0
C13,93,2,186,2,93,3,9,2,46.5
C13,54,8,432,8,54,3,5,2,6.75
C13,16,3,48,3,16,2,1,2,5.3333
C13,47,3,141,3,47,3,4,2,15.6667
C13,73,2,146,2,73,3,7,2,36.5
C13,67,8,536,8,67,3,6,2,8.375
C13,85,4,340,4,85,3,8,2,21.25
C13,75,7,525,7,75,3,7,2,10.7143
C13,81,3,243,3,81,3,8,2,27.0
C13,33,5,165,5,33,3,3,2,6.6
C13,85,2,170,2,85,3,8,2,42.5
C13,43,3,129,3,43,3,4,2,14.3333
C13,20,6,120,6,20,3,2,1,3.3333
C13,12,2,24,2,12,2,1,2,6.0
C13,36,3,108,3,36,3,3,2,12.0
C13,54,7,378,7,54,3,5,2,7.7143
C13,94,2,188,2,94,3,9,2,47.0
C13,70,2,140,2,70,3,7,1,35.0
C13,52,3,156,3,52,3,5,2,17.3333
C13,12,6,72,6,12,2,1,2,2.0
C13,84,8,672,8,84,3,8,2,10.5
C13,79,9,711,9,79,3,7,2,8.7778
C13,20,6,120,6,20,3,2,1,3.3333
C13,39,5,195,5,39,3,3,2,7.8
C13,10,2,20,2,10,2,1,1,5.0
C13,56,4,224,4,56,3,5,2,14.0
C13,96,8,768,8,96,3,9,2,12.0
C13,72,9,648,9,72,3,7,2,8.0
C13,54,5,270,5,54,3,5,2,10.8
C13,86,9,774,9,86,3,8,2,9.5556
C13,42,5,210,5,42,3,4,2,8.4
C13,76,3,228,3,76,3,7,2,25.3333
C13,96,2,192,2,96,3,9,2,48.0
C13,55,6,330,6,55,3,5,2,9.1667
C13,47,3,141,3,47,3,4,2,15.6667
C13,31,5,155,5,31,3,3,2,6.2
C13,79,7,553,7,79,3,7,2,11.2857
C13,48,6,288,6,48,3,4,2,8.0
C13,51,9,459,9,51,3,5,2,5.6667
C13,10,9,90,9,10,2,1,1,1.1111
C13,99,4,396,4,99,3,9,2,24.75
C13,41,8,328,8,41,3,4,2,5.125
C13,49,3,147,3,49,3,4,2,16.3333
C13,92,2,184,2,92,3,9,2,46.0
C13,74,6,444,6,74,3,7,2,12.3333
C13,88,7,616,7,88,3,8,2,12.5714
C13,18,9,162,9,18,3,1,2,2.0
C13,54,5,270,5,54,3,5,2,10.8
C13,95,4,380,4,95,3,9,2,23.75
C13,81,6,486,6,81,3,8,2,13.5
C13,96,2,192,2,96,3,9,2,48.0
C13,42,6,252,6,42,3,4,2,7.0
C13,82,7,574,7,82,3,8,2,11.7143
C13,24,3,72,3,24,2,2,2,8.0
C13,92,4,368,4,92,3,9,2,23.0
C13,53,3,159,3,53,3,5,2,17.6667
C13,41,3,123,3,41,3,4,2,13.6667
C13,99,5,495,5,99,3,9,2,19.8
C13,50,4,200,4,50,3,5,1,12.5
C13,17,8,136,8,17,3,1,2,2.125
C13,94,8,752,8,94,3,9,2,11.75
C13,62,3,186,3,62,3,6,2,20.6667
C13,25,3,75,3,25,2,2,2,8.3333
C13,28,2,56,2,28,2,2,2,14.0
C13,98,5,490,5,98,3,9,2,19.6
C13,47,5,235,5,47,3,4,2,9.4
C13,78,4,312,4,78,3,7,2,19.5
C13,43,8,344,8,43,3,4,2,5.375
C13,19,4,76,4,19,2,1,2,4.75
C13,99,3,297,3,99,3,9,2,33.0
C13,25,6,150,6,25,3,2,2,4.1667
C13,89,7,623,7,89,3,8,2,12.7143
C13,93,9,837,9,93,3,9,2,10.3333
