candidate,op,tier,a,b,result,operand_digit_tier_a,operand_digit_tier_b,result_digit_tier,active_columns,carry_count,borrow_count,borrow_chain_length,operand_closeness,c_over_d_ratio
C12,add,3,523,277,800,3,3,3,3,2,,,0.5296,1.8881
C12,add,2,31,65,96,2,2,2,2,0,,,0.4769,0.4769
C12,add,3,109,215,324,3,3,3,3,1,,,0.507,0.507
C12,sub,3,893,486,407,3,3,3,3,,1,1,0.5442,0.8374
C12,sub,4,6194,5346,848,4,4,3,4,,2,2,0.8631,0.1586
C12,add,3,207,759,966,3,3,3,3,1,,,0.2727,0.2727
C12,add,2,11,91,102,2,2,3,2,1,,,0.1209,0.1209
C12,add,3,272,524,796,3,3,3,3,0,,,0.5191,0.5191
C12,sub,3,515,398,117,3,3,3,3,,2,2,0.7728,0.294
C12,add,4,1944,2875,4819,4,4,4,4,2,,,0.6762,0.6762
C12,add,2,78,88,166,2,2,3,2,2,,,0.8864,0.8864
C12,sub,3,930,548,382,3,3,3,3,,2,2,0.5892,0.6971
C12,add,2,61,39,100,2,2,3,2,2,,,0.6393,1.5641
C12,sub,3,607,396,211,3,3,3,3,,1,1,0.6524,0.5328
C12,add,3,818,636,1454,3,3,4,3,2,,,0.7775,1.2862
C12,add,2,41,16,57,2,2,2,2,0,,,0.3902,2.5625
C12,add,3,199,883,1082,3,3,4,3,3,,,0.2254,0.2254
C12,sub,3,434,413,21,3,3,2,3,,0,0,0.9516,0.0508
C12,add,4,2243,4285,6528,4,4,4,4,1,,,0.5235,0.5235
C12,sub,3,647,259,388,3,3,3,3,,2,2,0.4003,1.4981
C12,add,3,244,898,1142,3,3,4,3,3,,,0.2717,0.2717
C12,sub,4,7033,4209,2824,4,4,4,4,,2,2,0.5985,0.6709
C12,sub,4,3137,1783,1354,4,4,4,4,,2,2,0.5684,0.7594
C12,sub,3,596,208,388,3,3,3,3,,1,1,0.349,1.8654
C12,sub,2,57,15,42,2,2,2,2,,0,0,0.2632,2.8
C12,sub,2,98,77,21,2,2,2,2,,0,0,0.7857,0.2727
C12,sub,3,743,155,588,3,3,3,3,,2,2,0.2086,3.7935
C12,sub,2,94,73,21,2,2,2,2,,0,0,0.7766,0.2877
C12,add,2,66,38,104,2,2,3,2,2,,,0.5758,1.7368
C12,add,3,478,436,914,3,3,3,3,2,,,0.9121,1.0963
C12,add,3,999,525,1524,3,3,4,3,3,,,0.5255,1.9029
C12,sub,3,985,425,560,3,3,3,3,,0,0,0.4315,1.3176
C12,sub,2,35,23,12,2,2,2,2,,0,0,0.6571,0.5217
C12,add,2,39,69,108,2,2,3,2,2,,,0.5652,0.5652
C12,sub,4,4650,1147,3503,4,4,4,4,,1,1,0.2467,3.0541
C12,add,4,2408,4231,6639,4,4,4,4,0,,,0.5691,0.5691
C12,sub,3,640,282,358,3,3,3,3,,2,2,0.4406,1.2695
C12,sub,3,869,569,300,3,3,3,3,,0,0,0.6548,0.5272
C12,sub,4,2259,2060,199,4,4,3,4,,1,1,0.9119,0.0966
C12,sub,2,70,40,30,2,2,2,2,,0,0,0.5714,0.75
C12,add,2,98,51,149,2,2,3,2,1,,,0.5204,1.9216
C12,sub,4,2475,1661,814,4,4,3,4,,1,1,0.6711,0.4901
C12,sub,2,77,41,36,2,2,2,2,,0,0,0.5325,0.878
C12,add,3,508,432,940,3,3,3,3,1,,,0.8504,1.1759
C12,sub,4,4563,1161,3402,4,4,4,4,,0,0,0.2544,2.9302
C12,add,2,99,34,133,2,2,3,2,2,,,0.3434,2.9118
C12,sub,3,685,123,562,3,3,3,3,,0,0,0.1796,4.5691
C12,sub,2,93,26,67,2,2,2,2,,1,1,0.2796,2.5769
C12,add,4,5672,3550,9222,4,4,4,4,2,,,0.6259,1.5977
C12,sub,2,93,50,43,2,2,2,2,,0,0,0.5376,0.86
C12,sub,3,936,806,130,3,3,3,3,,0,0,0.8611,0.1613
C12,sub,2,98,38,60,2,2,2,2,,0,0,0.3878,1.5789
C12,add,2,18,27,45,2,2,2,2,1,,,0.6667,0.6667
C12,add,2,42,59,101,2,2,3,2,2,,,0.7119,0.7119
C12,sub,3,687,435,252,3,3,3,3,,0,0,0.6332,0.5793
C12,sub,3,790,747,43,3,3,2,3,,1,1,0.9456,0.0576
C12,add,2,17,21,38,2,2,2,2,0,,,0.8095,0.8095
C12,add,3,954,763,1717,3,3,4,3,2,,,0.7998,1.2503
C12,sub,4,9002,4908,4094,4,4,4,4,,3,3,0.5452,0.8341
C12,add,2,23,67,90,2,2,2,2,1,,,0.3433,0.3433
C12,add,2,42,15,57,2,2,2,2,0,,,0.3571,2.8
C12,sub,2,79,43,36,2,2,2,2,,0,0,0.5443,0.8372
C12,add,3,929,466,1395,3,3,4,3,2,,,0.5016,1.9936
C12,sub,3,936,187,749,3,3,3,3,,2,2,0.1998,4.0053
C12,sub,4,5992,2533,3459,4,4,4,4,,1,1,0.4227,1.3656
C12,sub,3,819,726,93,3,3,2,3,,1,1,0.8864,0.1281
C12,add,3,374,999,1373,3,3,4,3,3,,,0.3744,0.3744
C12,sub,2,80,57,23,2,2,2,2,,1,1,0.7125,0.4035
C12,add,2,57,42,99,2,2,2,2,0,,,0.7368,1.3571
C12,add,2,61,91,152,2,2,3,2,1,,,0.6703,0.6703
C12,add,3,591,625,1216,3,3,4,3,2,,,0.9456,0.9456
C12,sub,3,547,185,362,3,3,3,3,,1,1,0.3382,1.9568
C12,sub,2,91,71,20,2,2,2,2,,0,0,0.7802,0.2817
C12,sub,3,748,349,399,3,3,3,3,,2,2,0.4666,1.1433
C12,add,3,510,882,1392,3,3,4,3,1,,,0.5782,0.5782
C12,sub,3,781,676,105,3,3,3,3,,1,1,0.8656,0.1553
C12,sub,2,97,75,22,2,2,2,2,,0,0,0.7732,0.2933
C12,add,3,138,645,783,3,3,3,3,1,,,0.214,0.214
C12,sub,4,3425,2224,1201,4,4,4,4,,0,0,0.6493,0.54
C12,add,4,2454,2886,5340,4,4,4,4,3,,,0.8503,0.8503
C12,sub,4,7699,5882,1817,4,4,4,4,,1,1,0.764,0.3089
C12,sub,3,532,452,80,3,3,2,3,,1,1,0.8496,0.177
C12,sub,2,74,59,15,2,2,2,2,,1,1,0.7973,0.2542
C12,sub,2,90,23,67,2,2,2,2,,1,1,0.2556,2.913
C12,sub,4,8373,3625,4748,4,4,4,4,,2,2,0.4329,1.3098
C12,add,3,754,479,1233,3,3,4,3,3,,,0.6353,1.5741
C12,add,2,68,90,158,2,2,3,2,1,,,0.7556,0.7556
C12,add,3,308,258,566,3,3,3,3,1,,,0.8377,1.1938
C12,add,4,7312,2052,9364,4,4,4,4,0,,,0.2806,3.5634
C12,sub,4,6343,5354,989,4,4,3,4,,3,3,0.8441,0.1847
C12,add,4,1112,7549,8661,4,4,4,4,1,,,0.1473,0.1473
C12,sub,3,296,188,108,3,3,3,3,,1,1,0.6351,0.5745
C12,add,2,68,27,95,2,2,2,2,1,,,0.3971,2.5185
C12,add,3,443,370,813,3,3,3,3,1,,,0.8352,1.1973
C12,sub,2,94,20,74,2,2,2,2,,0,0,0.2128,3.7
C12,sub,4,9108,8502,606,4,4,3,4,,1,1,0.9335,0.0713
C12,sub,3,229,122,107,3,3,3,3,,0,0,0.5328,0.877
C12,add,3,351,269,620,3,3,3,3,2,,,0.7664,1.3048
C12,sub,4,4966,4232,734,4,4,3,4,,0,0,0.8522,0.1734
C12,sub,3,911,244,667,3,3,3,3,,2,2,0.2678,2.7336
C12,sub,4,9269,6101,3168,4,4,4,4,,0,0,0.6582,0.5193
C12,sub,4,4843,3104,1739,4,4,4,4,,1,1,0.6409,0.5602
C12,add,2,54,27,81,2,2,2,2,1,,,0.5,2.0
C12,sub,3,861,209,652,3,3,3,3,,1,1,0.2427,3.1196
C12,sub,2,57,29,28,2,2,2,2,,1,1,0.5088,0.9655
C12,add,2,37,37,74,2,2,2,2,1,,,1.0,1.0
C12,add,3,316,119,435,3,3,3,3,1,,,0.3766,2.6555
C12,sub,3,283,193,90,3,3,2,3,,1,1,0.682,0.4663
C12,add,3,645,323,968,3,3,3,3,0,,,0.5008,1.9969
C12,sub,2,51,41,10,2,2,2,2,,0,0,0.8039,0.2439
C12,add,3,475,507,982,3,3,3,3,1,,,0.9369,0.9369
C12,add,2,74,14,88,2,2,2,2,0,,,0.1892,5.2857
C12,sub,2,98,16,82,2,2,2,2,,0,0,0.1633,5.125
C12,add,4,6477,2783,9260,4,4,4,4,3,,,0.4297,2.3273
C12,add,3,685,767,1452,3,3,4,3,3,,,0.8931,0.8931
C12,sub,3,851,818,33,3,3,2,3,,1,1,0.9612,0.0403
C12,sub,3,812,339,473,3,3,3,3,,2,2,0.4175,1.3953
C12,add,3,653,838,1491,3,3,4,3,2,,,0.7792,0.7792
C12,sub,4,7773,3377,4396,4,4,4,4,,2,2,0.4345,1.3017
C12,sub,4,5275,2990,2285,4,4,4,4,,2,2,0.5668,0.7642
C12,sub,3,731,451,280,3,3,3,3,,1,1,0.617,0.6208
C12,sub,4,6705,1626,5079,4,4,4,4,,2,2,0.2425,3.1236
C12,add,2,72,28,100,2,2,3,2,2,,,0.3889,2.5714
C12,sub,4,5631,4196,1435,4,4,4,4,,2,2,0.7452,0.342
C12,add,2,77,74,151,2,2,3,2,2,,,0.961,1.0405
C12,add,2,25,48,73,2,2,2,2,1,,,0.5208,0.5208
C12,sub,3,696,159,537,3,3,3,3,,1,1,0.2284,3.3774
C12,sub,4,9689,3223,6466,4,4,4,4,,0,0,0.3326,2.0062
C12,add,4,3372,1079,4451,4,4,4,4,2,,,0.32,3.1251
C12,add,3,400,581,981,3,3,3,3,0,,,0.6885,0.6885
C12,sub,4,3333,1701,1632,4,4,4,4,,1,1,0.5104,0.9594
C12,add,2,47,58,105,2,2,3,2,2,,,0.8103,0.8103
C12,sub,3,703,181,522,3,3,3,3,,1,1,0.2575,2.884
C12,sub,2,93,77,16,2,2,2,2,,1,1,0.828,0.2078
C12,add,2,49,85,134,2,2,3,2,2,,,0.5765,0.5765
C12,sub,2,43,21,22,2,2,2,2,,0,0,0.4884,1.0476
C12,add,4,1826,1966,3792,4,4,4,4,2,,,0.9288,0.9288
C12,add,4,1383,5690,7073,4,4,4,4,2,,,0.2431,0.2431
C12,add,3,371,864,1235,3,3,4,3,2,,,0.4294,0.4294
C12,sub,4,7305,2350,4955,4,4,4,4,,2,2,0.3217,2.1085
C12,add,3,189,112,301,3,3,3,3,2,,,0.5926,1.6875
C12,add,2,64,73,137,2,2,3,2,1,,,0.8767,0.8767
C12,sub,2,42,23,19,2,2,2,2,,1,1,0.5476,0.8261
C12,add,3,172,151,323,3,3,3,3,1,,,0.8779,1.1391
C12,sub,3,805,367,438,3,3,3,3,,2,2,0.4559,1.1935
C12,sub,4,2243,1903,340,4,4,3,4,,1,1,0.8484,0.1787
C12,add,4,7931,1395,9326,4,4,4,4,2,,,0.1759,5.6853
C12,add,2,91,89,180,2,2,3,2,2,,,0.978,1.0225
C12,add,2,70,22,92,2,2,2,2,0,,,0.3143,3.1818
C12,sub,3,825,120,705,3,3,3,3,,0,0,0.1455,5.875
C12,add,3,533,444,977,3,3,3,3,0,,,0.833,1.2005
C12,sub,3,435,423,12,3,3,2,3,,0,0,0.9724,0.0284
C12,add,3,722,943,1665,3,3,4,3,1,,,0.7656,0.7656
C12,add,2,48,37,85,2,2,2,2,1,,,0.7708,1.2973
C12,add,4,6708,2696,9404,4,4,4,4,3,,,0.4019,2.4881
C12,sub,2,98,87,11,2,2,2,2,,0,0,0.8878,0.1264
C12,sub,4,7375,6952,423,4,4,3,4,,1,1,0.9426,0.0608
C12,add,2,64,94,158,2,2,3,2,1,,,0.6809,0.6809
C12,sub,4,6801,1018,5783,4,4,4,4,,2,2,0.1497,5.6807
C12,sub,2,95,71,24,2,2,2,2,,0,0,0.7474,0.338
C12,sub,2,91,17,74,2,2,2,2,,1,1,0.1868,4.3529
C12,add,2,90,11,101,2,2,3,2,1,,,0.1222,8.1818
C12,sub,3,661,234,427,3,3,3,3,,1,1,0.354,1.8248
C12,add,2,81,16,97,2,2,2,2,0,,,0.1975,5.0625
C12,sub,3,899,656,243,3,3,3,3,,0,0,0.7297,0.3704
C12,sub,4,4735,3526,1209,4,4,4,4,,1,1,0.7447,0.3429
C12,sub,2,96,23,73,2,2,2,2,,0,0,0.2396,3.1739
C12,sub,2,77,24,53,2,2,2,2,,0,0,0.3117,2.2083
C12,sub,4,9902,5975,3927,4,4,4,4,,3,3,0.6034,0.6572
C12,add,3,363,992,1355,3,3,4,3,2,,,0.3659,0.3659
C12,sub,4,8351,6928,1423,4,4,4,4,,2,2,0.8296,0.2054
C12,sub,3,308,181,127,3,3,3,3,,1,1,0.5877,0.7017
C12,add,3,784,903,1687,3,3,4,3,1,,,0.8682,0.8682
C12,sub,2,51,16,35,2,2,2,2,,1,1,0.3137,2.1875
C12,add,2,20,69,89,2,2,2,2,0,,,0.2899,0.2899
C12,sub,3,824,503,321,3,3,3,3,,0,0,0.6104,0.6382
C12,sub,3,898,680,218,3,3,3,3,,0,0,0.7572,0.3206
C12,add,2,45,70,115,2,2,3,2,1,,,0.6429,0.6429
C12,sub,2,50,14,36,2,2,2,2,,1,1,0.28,2.5714
C12,add,4,1687,5514,7201,4,4,4,4,3,,,0.3059,0.3059
C12,sub,2,93,29,64,2,2,2,2,,1,1,0.3118,2.2069
C12,add,4,2239,4828,7067,4,4,4,4,2,,,0.4638,0.4638
C12,add,3,393,439,832,3,3,3,3,2,,,0.8952,0.8952
C12,sub,4,6069,2099,3970,4,4,4,4,,2,2,0.3459,1.8914
C12,sub,3,944,173,771,3,3,3,3,,1,1,0.1833,4.4566
C12,add,3,899,850,1749,3,3,4,3,2,,,0.9455,1.0576
C12,sub,2,89,22,67,2,2,2,2,,0,0,0.2472,3.0455
C12,sub,3,990,704,286,3,3,3,3,,1,1,0.7111,0.4062
C12,sub,4,2764,2678,86,4,4,2,4,,2,2,0.9689,0.0321
C12,add,3,873,747,1620,3,3,4,3,3,,,0.8557,1.1687
C12,add,3,930,687,1617,3,3,4,3,2,,,0.7387,1.3537
C12,sub,4,4259,1811,2448,4,4,4,4,,1,1,0.4252,1.3517
C12,add,4,2761,4969,7730,4,4,4,4,3,,,0.5556,0.5556
C12,sub,3,373,102,271,3,3,3,3,,0,0,0.2735,2.6569
C12,sub,2,68,56,12,2,2,2,2,,0,0,0.8235,0.2143
C12,add,2,98,48,146,2,2,3,2,2,,,0.4898,2.0417
C12,sub,3,652,490,162,3,3,3,3,,1,1,0.7515,0.3306
C12,sub,4,7263,4780,2483,4,4,4,4,,2,2,0.6581,0.5195
C12,sub,4,7577,2977,4600,4,4,4,4,,1,1,0.3929,1.5452
C12,add,4,8452,1416,9868,4,4,4,4,0,,,0.1675,5.9689
C12,sub,4,3620,3338,282,4,4,3,4,,2,2,0.9221,0.0845
C12,sub,4,7735,5860,1875,4,4,4,4,,2,2,0.7576,0.32
C12,sub,3,511,279,232,3,3,3,3,,2,2,0.546,0.8315
C12,sub,2,93,24,69,2,2,2,2,,1,1,0.2581,2.875
C12,sub,4,6816,6575,241,4,4,3,4,,1,1,0.9646,0.0367
C12,sub,3,560,296,264,3,3,3,3,,2,2,0.5286,0.8919
C12,add,2,24,81,105,2,2,3,2,1,,,0.2963,0.2963
C12,add,3,747,939,1686,3,3,4,3,2,,,0.7955,0.7955
C12,add,2,46,11,57,2,2,2,2,0,,,0.2391,4.1818
C12,sub,2,44,23,21,2,2,2,2,,0,0,0.5227,0.913
C12,sub,2,77,43,34,2,2,2,2,,0,0,0.5584,0.7907
C12,add,4,2476,6881,9357,4,4,4,4,2,,,0.3598,0.3598
C12,add,3,185,444,629,3,3,3,3,1,,,0.4167,0.4167
C12,sub,2,71,48,23,2,2,2,2,,1,1,0.6761,0.4792
C12,sub,3,783,479,304,3,3,3,3,,1,1,0.6117,0.6347
C12,sub,3,605,305,300,3,3,3,3,,0,0,0.5041,0.9836
C12,add,4,4434,4693,9127,4,4,4,4,2,,,0.9448,0.9448
C12,sub,2,74,29,45,2,2,2,2,,1,1,0.3919,1.5517
C12,add,2,32,41,73,2,2,2,2,0,,,0.7805,0.7805
C12,add,2,51,80,131,2,2,3,2,1,,,0.6375,0.6375
C12,sub,2,77,45,32,2,2,2,2,,0,0,0.5844,0.7111
C12,sub,3,213,100,113,3,3,3,3,,0,0,0.4695,1.13
C12,add,3,970,450,1420,3,3,4,3,2,,,0.4639,2.1556
C12,sub,3,721,100,621,3,3,3,3,,0,0,0.1387,6.21
C12,add,4,2512,2647,5159,4,4,4,4,1,,,0.949,0.949
C12,sub,3,349,260,89,3,3,2,3,,1,1,0.745,0.3423
C12,sub,3,885,420,465,3,3,3,3,,0,0,0.4746,1.1071
C12,sub,4,8773,5117,3656,4,4,4,4,,1,1,0.5833,0.7145
C12,add,4,1869,6327,8196,4,4,4,4,2,,,0.2954,0.2954
C12,add,2,93,25,118,2,2,3,2,1,,,0.2688,3.72
C12,add,3,208,171,379,3,3,3,3,0,,,0.8221,1.2164
C12,sub,3,798,473,325,3,3,3,3,,0,0,0.5927,0.6871
C12,sub,3,948,875,73,3,3,2,3,,1,1,0.923,0.0834
C12,sub,4,6199,4176,2023,4,4,4,4,,0,0,0.6737,0.4844
C12,add,3,724,636,1360,3,3,4,3,2,,,0.8785,1.1384
C12,sub,2,68,19,49,2,2,2,2,,1,1,0.2794,2.5789
C12,sub,4,5482,5234,248,4,4,3,4,,1,1,0.9548,0.0474
C12,sub,4,7034,5200,1834,4,4,4,4,,1,1,0.7393,0.3527
C12,sub,4,8579,4504,4075,4,4,4,4,,0,0,0.525,0.9048
C12,sub,2,87,35,52,2,2,2,2,,0,0,0.4023,1.4857
C12,sub,4,7144,2413,4731,4,4,4,4,,1,1,0.3378,1.9606
C12,sub,3,682,453,229,3,3,3,3,,1,1,0.6642,0.5055
C12,add,3,875,602,1477,3,3,4,3,1,,,0.688,1.4535
C12,add,2,34,75,109,2,2,3,2,1,,,0.4533,0.4533
C12,sub,2,53,36,17,2,2,2,2,,1,1,0.6792,0.4722
C12,add,2,93,75,168,2,2,3,2,1,,,0.8065,1.24
C12,add,3,981,212,1193,3,3,4,3,1,,,0.2161,4.6274
C12,sub,2,77,28,49,2,2,2,2,,1,1,0.3636,1.75
C12,sub,2,96,46,50,2,2,2,2,,0,0,0.4792,1.087
C12,add,3,455,411,866,3,3,3,3,0,,,0.9033,1.1071
C12,sub,4,3606,3213,393,4,4,3,4,,1,1,0.891,0.1223
C12,sub,4,9939,1929,8010,4,4,4,4,,0,0,0.1941,4.1524
C12,add,2,73,77,150,2,2,3,2,2,,,0.9481,0.9481
C12,add,2,54,12,66,2,2,2,2,0,,,0.2222,4.5
C12,sub,3,949,605,344,3,3,3,3,,0,0,0.6375,0.5686
C12,sub,4,7108,7013,95,4,4,2,4,,1,1,0.9866,0.0135
C12,sub,3,920,119,801,3,3,3,3,,1,1,0.1293,6.7311
C12,add,2,24,30,54,2,2,2,2,0,,,0.8,0.8
C12,sub,4,6678,5464,1214,4,4,4,4,,0,0,0.8182,0.2222
C12,add,2,71,41,112,2,2,3,2,1,,,0.5775,1.7317
C12,sub,2,82,39,43,2,2,2,2,,1,1,0.4756,1.1026
C12,add,2,37,34,71,2,2,2,2,1,,,0.9189,1.0882
C12,add,3,104,182,286,3,3,3,3,0,,,0.5714,0.5714
C12,add,2,76,41,117,2,2,3,2,1,,,0.5395,1.8537
C12,sub,4,7819,6023,1796,4,4,4,4,,1,1,0.7703,0.2982
C12,add,3,157,955,1112,3,3,4,3,3,,,0.1644,0.1644
C12,sub,4,9954,8871,1083,4,4,4,4,,1,1,0.8912,0.1221
C12,sub,4,2891,1555,1336,4,4,4,4,,1,1,0.5379,0.8592
C12,sub,2,94,54,40,2,2,2,2,,0,0,0.5745,0.7407
C12,sub,3,660,299,361,3,3,3,3,,2,2,0.453,1.2074
C12,sub,2,97,57,40,2,2,2,2,,0,0,0.5876,0.7018
C12,sub,2,49,17,32,2,2,2,2,,0,0,0.3469,1.8824
C12,sub,4,9775,7548,2227,4,4,4,4,,1,1,0.7722,0.295
C12,sub,4,3800,1801,1999,4,4,4,4,,3,3,0.4739,1.1099
C12,sub,4,4533,2542,1991,4,4,4,4,,2,2,0.5608,0.7832
C12,sub,3,926,882,44,3,3,2,3,,1,1,0.9525,0.0499
C12,add,2,47,67,114,2,2,3,2,2,,,0.7015,0.7015
C12,add,3,341,782,1123,3,3,4,3,2,,,0.4361,0.4361
C12,sub,2,91,38,53,2,2,2,2,,1,1,0.4176,1.3947
C12,sub,2,87,73,14,2,2,2,2,,0,0,0.8391,0.1918
C12,add,4,4185,1382,5567,4,4,4,4,1,,,0.3302,3.0282
C12,sub,4,3116,2942,174,4,4,3,4,,2,2,0.9442,0.0591
C12,sub,3,638,485,153,3,3,3,3,,1,1,0.7602,0.3155
C12,sub,4,7279,6545,734,4,4,3,4,,1,1,0.8992,0.1121
C12,add,2,46,81,127,2,2,3,2,1,,,0.5679,0.5679
C12,sub,4,6056,5486,570,4,4,3,4,,2,2,0.9059,0.1039
C12,add,3,277,932,1209,3,3,4,3,2,,,0.2972,0.2972
C12,sub,2,64,33,31,2,2,2,2,,0,0,0.5156,0.9394
C12,add,2,34,33,67,2,2,2,2,0,,,0.9706,1.0303
C12,sub,3,923,263,660,3,3,3,3,,1,1,0.2849,2.5095
C12,sub,2,95,62,33,2,2,2,2,,0,0,0.6526,0.5323
C12,add,4,1640,3217,4857,4,4,4,4,0,,,0.5098,0.5098
C12,sub,4,9903,8943,960,4,4,3,4,,2,2,0.9031,0.1073
C12,sub,4,7651,5753,1898,4,4,4,4,,3,3,0.7519,0.3299
C12,sub,2,45,10,35,2,2,2,2,,0,0,0.2222,3.5
C12,add,4,1245,7425,8670,4,4,4,4,1,,,0.1677,0.1677
C12,sub,2,93,39,54,2,2,2,2,,1,1,0.4194,1.3846
C12,add,3,542,199,741,3,3,3,3,2,,,0.3672,2.7236
C12,add,3,469,200,669,3,3,3,3,0,,,0.4264,2.345
C12,add,3,535,283,818,3,3,3,3,1,,,0.529,1.8905
C12,add,2,95,45,140,2,2,3,2,2,,,0.4737,2.1111
C12,add,3,120,347,467,3,3,3,3,0,,,0.3458,0.3458
C12,add,2,33,28,61,2,2,2,2,1,,,0.8485,1.1786
C12,sub,2,70,35,35,2,2,2,2,,1,1,0.5,1.0
C12,sub,3,490,259,231,3,3,3,3,,1,1,0.5286,0.8919
C12,sub,4,5047,1886,3161,4,4,4,4,,2,2,0.3737,1.676
C12,add,3,838,971,1809,3,3,4,3,2,,,0.863,0.863
C12,sub,2,74,21,53,2,2,2,2,,0,0,0.2838,2.5238
C12,sub,3,813,541,272,3,3,3,3,,1,1,0.6654,0.5028
C12,add,2,67,50,117,2,2,3,2,1,,,0.7463,1.34
C12,add,2,98,76,174,2,2,3,2,2,,,0.7755,1.2895
C12,add,2,79,99,178,2,2,3,2,2,,,0.798,0.798
C12,sub,2,86,32,54,2,2,2,2,,0,0,0.3721,1.6875
C12,add,3,684,321,1005,3,3,4,3,2,,,0.4693,2.1308
C12,sub,3,425,280,145,3,3,3,3,,1,1,0.6588,0.5179
C12,sub,4,4415,1404,3011,4,4,4,4,,0,0,0.318,2.1446
C12,sub,3,981,172,809,3,3,3,3,,1,1,0.1753,4.7035
C12,sub,3,683,405,278,3,3,3,3,,1,1,0.593,0.6864
C12,sub,3,338,247,91,3,3,2,3,,1,1,0.7308,0.3684
C12,sub,3,776,687,89,3,3,2,3,,2,2,0.8853,0.1295
C12,add,3,602,650,1252,3,3,4,3,1,,,0.9262,0.9262
C12,add,3,545,846,1391,3,3,4,3,2,,,0.6442,0.6442
C12,sub,4,8048,4039,4009,4,4,4,4,,1,1,0.5019,0.9926
C12,add,2,50,96,146,2,2,3,2,1,,,0.5208,0.5208
C12,sub,3,790,488,302,3,3,3,3,,1,1,0.6177,0.6189
C12,add,3,260,288,548,3,3,3,3,1,,,0.9028,0.9028
C12,add,3,678,275,953,3,3,3,3,2,,,0.4056,2.4655
C12,add,2,51,19,70,2,2,2,2,1,,,0.3725,2.6842
C12,add,3,363,192,555,3,3,3,3,1,,,0.5289,1.8906
C12,add,4,6536,1591,8127,4,4,4,4,2,,,0.2434,4.1081
C12,add,2,72,63,135,2,2,3,2,1,,,0.875,1.1429
C12,add,3,158,610,768,3,3,3,3,0,,,0.259,0.259
C12,add,4,3477,5479,8956,4,4,4,4,2,,,0.6346,0.6346
C12,sub,3,622,403,219,3,3,3,3,,1,1,0.6479,0.5434
C12,sub,3,636,121,515,3,3,3,3,,0,0,0.1903,4.2562
C12,sub,2,67,28,39,2,2,2,2,,1,1,0.4179,1.3929
C12,sub,2,56,23,33,2,2,2,2,,0,0,0.4107,1.4348
C12,add,3,556,872,1428,3,3,4,3,2,,,0.6376,0.6376
C12,sub,3,763,635,128,3,3,3,3,,1,1,0.8322,0.2016
C12,add,2,69,20,89,2,2,2,2,0,,,0.2899,3.45
C12,add,4,4808,5072,9880,4,4,4,4,1,,,0.9479,0.9479
C12,add,4,4869,3648,8517,4,4,4,4,3,,,0.7492,1.3347
C12,add,2,48,75,123,2,2,3,2,2,,,0.64,0.64
C12,add,3,521,941,1462,3,3,4,3,1,,,0.5537,0.5537
C12,sub,2,86,37,49,2,2,2,2,,1,1,0.4302,1.3243
C12,sub,3,608,450,158,3,3,3,3,,1,1,0.7401,0.3511
C12,sub,3,937,709,228,3,3,3,3,,1,1,0.7567,0.3216
C12,sub,4,9479,3061,6418,4,4,4,4,,0,0,0.3229,2.0967
C12,sub,4,3288,2363,925,4,4,3,4,,1,1,0.7187,0.3915
C12,add,2,20,49,69,2,2,2,2,0,,,0.4082,0.4082
C12,sub,3,569,197,372,3,3,3,3,,1,1,0.3462,1.8883
C12,sub,2,58,20,38,2,2,2,2,,0,0,0.3448,1.9
C12,sub,3,899,164,735,3,3,3,3,,0,0,0.1824,4.4817
C12,add,3,959,355,1314,3,3,4,3,3,,,0.3702,2.7014
C12,sub,2,89,69,20,2,2,2,2,,0,0,0.7753,0.2899
C12,add,4,6920,1474,8394,4,4,4,4,1,,,0.213,4.6947
C12,add,4,2861,2727,5588,4,4,4,4,1,,,0.9532,1.0491
C12,add,4,3279,6207,9486,4,4,4,4,1,,,0.5283,0.5283
C12,sub,3,961,561,400,3,3,3,3,,0,0,0.5838,0.713
C12,add,3,115,590,705,3,3,3,3,1,,,0.1949,0.1949
C12,add,2,19,45,64,2,2,2,2,1,,,0.4222,0.4222
C12,sub,3,815,489,326,3,3,3,3,,2,2,0.6,0.6667
C12,add,2,52,23,75,2,2,2,2,0,,,0.4423,2.2609
C12,sub,4,7319,3053,4266,4,4,4,4,,1,1,0.4171,1.3973
C12,add,2,66,22,88,2,2,2,2,0,,,0.3333,3.0
C12,add,4,4516,3539,8055,4,4,4,4,2,,,0.7837,1.2761
C12,add,3,731,824,1555,3,3,4,3,1,,,0.8871,0.8871
C12,sub,4,3491,1064,2427,4,4,4,4,,1,1,0.3048,2.281
C12,add,3,517,779,1296,3,3,4,3,2,,,0.6637,0.6637
C12,sub,4,5884,1517,4367,4,4,4,4,,1,1,0.2578,2.8787
C12,sub,2,26,11,15,2,2,2,2,,0,0,0.4231,1.3636
C12,add,3,104,769,873,3,3,3,3,1,,,0.1352,0.1352
C12,add,3,563,851,1414,3,3,4,3,2,,,0.6616,0.6616
C12,sub,3,395,238,157,3,3,3,3,,1,1,0.6025,0.6597
C12,add,2,11,94,105,2,2,3,2,1,,,0.117,0.117
C12,sub,2,94,32,62,2,2,2,2,,0,0,0.3404,1.9375
C12,add,2,66,36,102,2,2,3,2,2,,,0.5455,1.8333
C12,add,3,139,128,267,3,3,3,3,1,,,0.9209,1.0859
C12,add,2,93,30,123,2,2,3,2,1,,,0.3226,3.1
